# Chunk-averaged data for fix 5 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number v_T vx vy vz v_vx2 v_vy2 v_vz2 c_cols[1] c_cols[2] c_cols[3] c_cols[4] c_cols[5] c_cols[6]
1000000 800 500000.00000000064
  721 180.125 0.060676 0.00060676 109579 -33.2459 36.6035 -9.00169 111217 50729.6 166791 0 0 0 0 0 0
  722 180.375 0.061022 0.00061022 105339 -35.0129 29.3662 -8.61146 100973 48112.3 166931 0 0 0 0 0 0
  723 180.625 0.061436 0.00061436 99737.4 -33.9924 38.7601 9.17231 86469 49907.2 162836 0 0 0 0 0 0
  724 180.875 0.06186 0.0006186 100416 -34.9938 41.7657 2.56082 83467.1 51523.8 166257 0 0 0 0 0 0
  725 181.125 0.062296 0.00062296 96946.5 -39.4972 32.4284 17.0401 81879.9 47734.5 161225 0 0 0 0 0 0
  726 181.375 0.062772 0.00062772 97005.3 -31.7136 34.6454 21.7971 79814.6 49794.1 161407 0 0 0 0 0 0
  727 181.625 0.063232 0.00063232 97079.7 -31.2271 49.1131 25.4326 79946 50076.1 161217 0 0 0 0 0 0
  728 181.875 0.063782 0.00063782 96471.8 -26.6827 48.9674 27.0403 78395.5 50176.6 160843 0 0 0 0 0 0
  729 182.125 0.064316 0.00064316 96094.3 -24.7293 44.9287 26.8939 77724.2 48882.9 161676 0 0 0 0 0 0
  730 182.375 0.064926 0.00064926 95666.8 -28.3333 48.9055 19.2099 74260.3 50880.5 161860 0 0 0 0 0 0
  731 182.625 0.06557 0.0006557 97009.5 -25.1925 48.3735 13.1644 76892.1 51332.6 162804 0 0 0 0 0 0
  732 182.875 0.066278 0.00066278 97286.2 -25.0521 41.5232 14.3933 75990.6 52849.5 163019 0 0 0 0 0 0
  733 183.125 0.06707 0.0006707 97714.6 -21.0278 55.2609 28.1703 77608.4 52986 162549 0 0 0 0 0 0
  734 183.375 0.067954 0.00067954 95611.2 -25.0894 39.8745 18.0521 73567.3 51613 161653 0 0 0 0 0 0
  735 183.625 0.068986 0.00068986 94555.9 -22.5226 44.7687 21.158 70235.6 52232.6 161200 0 0 0 0 0 0
  736 183.875 0.07018 0.0007018 92379.3 -23.3644 45.2315 19.9453 67031.7 50444.8 159661 0 0 0 0 0 0
  737 184.125 0.071662 0.00071662 96120.3 -21.3576 47.8492 12.2373 70422.7 55352.9 162585 0 0 0 0 0 0
  738 184.375 0.07363 0.0007363 94645.2 -18.0813 41.5693 19.2682 67706.5 54140.5 162089 0 0 0 0 0 0
  739 184.625 0.07654 0.0007654 97321.4 -12.3971 68.0128 7.35705 70730.3 56654.5 164579 0 0 0 0 0 0
  740 184.875 0.081996 0.00081996 94344.2 -5.23016 55.3318 7.24682 65833.2 50749.4 166450 0 0 0 0 0 0
  741 185.125 0.104396 0.00104396 95374.7 -14.0284 61.418 16.3435 67174.7 55624 163325 0 0 0 0 0 0
  742 185.375 0.063274 0.00063274 92678.9 -26.8101 38.3075 21.3233 67299 49022.3 161715 0 0 0 0 0 0
  743 185.625 0.063868 0.00063868 91518.3 -22.5845 36.8109 24.8285 65880.2 46813.5 161861 0 0 0 0 0 0
  744 185.875 0.064492 0.00064492 92090.4 -21.8288 36.1472 22.052 66422 47591 162258 0 0 0 0 0 0
  745 186.125 0.065178 0.00065178 101045 -44.7615 46.8921 18.2058 77406 53694.8 172034 0 0 0 0 0 0
  746 186.375 0.06591 0.0006591 100934 -31.7249 33.6763 27.8683 76807.5 54064.7 171928 0 0 0 0 0 0
  747 186.625 0.066056 0.00066056 103188 -36.1096 39.4443 24.2932 83306.2 54776.4 171480 -0.380967 -15.1177 -262.578 -2.25563 9.69889 62.6786
  748 186.875 0.066442 0.00066442 102849 -36.7745 49.6729 10.3115 81515 56608.3 170423 -0.142042 -9.13583 -142.532 -1.1319 4.4832 36.0714
  749 187.125 0.06884 0.0006884 97883.7 -37.5726 34.1152 15.8361 75451.5 48388.5 169811 -0.171661 -5.72632 -104.47 -0.926123 4.10127 24.3019
  750 187.375 0.06998 0.0006998 98071 -34.347 35.2672 12.7729 74956.6 49440.7 169816 0 0 0 0 0 0
  751 187.625 0.071398 0.00071398 104125 -37.9388 34.0922 -5.83003 74480.8 51262.3 186633 0 0 0 0 0 0
  752 187.875 0.073182 0.00073182 104851 -36.8974 40.0825 -10.2093 74614.4 47935.1 192004 0 0 0 0 0 0
  753 188.125 0.075522 0.00075522 105293 -34.0326 42.9102 -9.95193 77156.2 47941.6 190780 0 0 0 0 0 0
  754 188.375 0.079128 0.00079128 106660 -31.6265 43.1721 -19.4283 78968.4 49515.2 191496 0 0 0 0 0 0
  755 188.625 0.08654 0.0008654 108548 -40.6185 45.1097 -21.5699 80642.6 52135.9 192864 0 0 0 0 0 0
  756 188.875 0.099358 0.00099358 108805 -34.4517 50.3128 -29.4922 78018.3 52626.5 195772 0 0 0 0 0 0
  757 189.125 0.066108 0.00066108 109260 -33.1202 35.2729 -31.6012 82498.9 49347.9 195934 0 0 0 0 0 0
  758 189.375 0.067378 0.00067378 108722 -41.3616 29.404 -25.6851 82608.6 49370.5 194188 0 0 0 0 0 0
  759 189.625 0.068982 0.00068982 108896 -39.7961 34.2239 -20.9451 83524 49710.8 193452 0 0 0 0 0 0
  760 189.875 0.071144 0.00071144 107992 -37.9521 34.1388 -13.382 84236.7 46093.1 193647 0 0 0 0 0 0
  761 190.125 0.07452 0.0007452 107942 -34.7031 35.9218 -14.3522 85933.4 46179 191712 0 0 0 0 0 0
  762 190.375 0.081796 0.00081796 117317 -33.0439 27.9512 5.67271 83075 48176 220701 0 0 0 0 0 0
  763 190.625 0.093438 0.00093438 107685 -24.8073 14.453 -11.96 82025.9 48213.4 192816 0 0 0 0 0 0
  764 190.875 0.060302 0.00060302 114224 -38.9995 20.8259 -8.85809 96125 52843.2 193703 0 0 0 0 0 0
  765 191.125 0.060944 0.00060944 112529 -38.4725 28.9494 -7.96854 92730.5 51209.3 193647 0 0 0 0 0 0
  766 191.375 0.061654 0.00061654 111660 -37.7146 29.1682 -12.5593 92412.5 48998 193571 0 0 0 0 0 0
  767 191.625 0.062466 0.00062466 112056 -41.5611 36.5598 -12.6101 92305.4 49859 194005 0 0 0 0 0 0
  768 191.875 0.063414 0.00063414 112521 -35.1546 28.0767 -11.2764 93061 51462.3 193041 0 0 0 0 0 0
  769 192.125 0.064504 0.00064504 110470 -41.2324 27.9065 3.68279 91942 48564.3 190902 0 0 0 0 0 0
  770 192.375 0.06589 0.0006589 109799 -42.7883 29.7351 2.366 90355.4 47982.2 191060 0 0 0 0 0 0
  771 192.625 0.067712 0.00067712 109915 -41.132 35.1027 -2.6448 90222.2 50489.5 189034 0 0 0 0 0 0
  772 192.875 0.0704 0.000704 101004 -43.3062 36.3838 15.0022 91329.7 51877.8 159806 0 0 0 0 0 0
  773 193.125 0.075418 0.00075418 99390.5 -38.479 38.9877 12.0277 91202.4 48493.7 158475 0 0 0 0 0 0
  774 193.375 0.099952 0.00099952 110094 -60.2078 21.3185 5.21481 123321 48140.5 158821 0 0 0 0 0 0
  775 193.625 0.05696 0.0005696 98100.2 -33.3914 35.9035 -4.39413 92319.8 47951.1 154030 0 0 0 0 0 0
  776 193.875 0.057362 0.00057362 98877.9 -32.4141 40.3299 -3.94305 93069.6 50495.3 153069 0 0 0 0 0 0
  777 194.125 0.057798 0.00057798 97650.4 -30.8244 33.3535 7.47034 91657.4 48289.5 153004 0 0 0 0 0 0
  778 194.375 0.058244 0.00058244 96184 -31.6078 27.5736 -0.0631067 90705.5 46338.9 151508 0 0 0 0 0 0
  779 194.625 0.05871 0.0005871 95761.7 -41.5139 21.6214 3.98799 89414.8 45227.5 152643 0 0 0 0 0 0
  780 194.875 0.059208 0.00059208 89295.4 -39.6758 27.4463 9.1706 83708.7 48537.1 135640 0 0 0 0 0 0
  781 195.125 0.059728 0.00059728 90377 -45.8697 26.8558 6.28807 88469.2 46976.8 135685 0 0 0 0 0 0
  782 195.375 0.06027 0.0006027 88308.7 -33.4023 23.2627 9.14151 85635.1 42253.3 137038 0 0 0 0 0 0
  783 195.625 0.060862 0.00060862 90273.7 -30.9737 32.0099 11.4865 84533.9 49969.2 136318 0 0 0 0 0 0
  784 195.875 0.061492 0.00061492 84585.4 -25.0079 24.7884 1.6696 83185.8 41952.4 128618 0 0 0 0 0 0
  785 196.125 0.062162 0.00062162 86618.8 -23.4544 25.4762 4.68565 87029.2 43128.1 129699 0 0 0 0 0 0
  786 196.375 0.0629 0.000629 87415.1 -30.4652 39.5213 8.56623 88615.9 44601.6 129028 0 0 0 0 0 0
  787 196.625 0.06369 0.0006369 87662.2 -28.2859 40.2458 8.32205 89784.7 45284.1 127918 0 0 0 0 0 0
  788 196.875 0.064588 0.00064588 85865.7 -31.456 28.5475 12.3329 89083.8 40328.5 128185 0 0 0 0 0 0
  789 197.125 0.0656 0.000656 87242.6 -38.6994 33.7949 13.2928 90855.6 43171.8 127700 0 0 0 0 0 0
  790 197.375 0.066742 0.00066742 87091.6 -31.8127 33.9967 7.82868 89509.6 43217 128548 0 0 0 0 0 0
  791 197.625 0.06811 0.0006811 89265.6 -31.6349 48.1295 3.07328 90394.4 50472.3 126930 0 0 0 0 0 0
  792 197.875 0.06981 0.0006981 86108.3 -33.9617 25.1714 5.49318 88070.3 44441.9 125813 0 0 0 0 0 0
  793 198.125 0.072064 0.00072064 89663.1 -32.3974 24.4698 2.0688 88986.8 53819.2 126183 0 0 0 0 0 0
  794 198.375 0.075498 0.00075498 86519.8 -33.2351 26.6294 -1.48 89600.2 46413 123546 0 0 0 0 0 0
  795 198.625 0.082622 0.00082622 83122.5 -34.4773 40.924 6.2693 84776.7 47826.1 116765 0 0 0 0 0 0
  796 198.875 0.095886 0.00095886 83226.6 -32.6167 34.4327 5.54746 84989.8 47872.4 116818 0 0 0 0 0 0
  797 199.125 0.061816 0.00061816 79150.7 -30.0236 12.5399 11.745 81123.7 40047.2 116281 0 0 0 0 0 0
  798 199.375 0.062594 0.00062594 78395.1 -31.7326 18.8095 15.9485 80346.6 38377.3 116461 0 0 0 0 0 0
  799 199.625 0.063438 0.00063438 77806.2 -36.617 16.1466 17.8766 78720.8 38156.2 116542 0 0 0 0 0 0
  800 199.875 0.064384 0.00064384 77258.8 -39.3148 20.9999 17.2167 81008.6 35029 115739 0 0 0 0 0 0
