# Chunk-averaged data for fix 5 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number v_T vx vy vz v_vx2 v_vy2 v_vz2 c_cols[1] c_cols[2] c_cols[3] c_cols[4] c_cols[5] c_cols[6]
1000000 800 500000.00000000064
  314 78.375 0.692686 0.00692686 63802.8 -22.3101 14.7966 -6.60568 51197.5 40353.6 99857.2 -0.40165 -0.000875862 -1.44526 -0.00121084 0.761365 0.000967669
  315 78.625 0.62331 0.0062331 65638 -21.101 0.464494 -13.6531 51936.8 39513.3 105464 -0.279837 -0.00061023 -1.00694 -0.000843615 0.530457 0.000674193
  316 78.875 0.611708 0.00611708 67034.4 -18.5006 1.51134 -9.05213 53171 44041.6 103891 0 0 0 0 0 0
  317 79.125 0.626568 0.00626568 69694 -14.9165 -2.28787 -19.3014 53644 46203 109235 -0.737696 -4.89647 -4.02489 1.87981 -1.71137 4.4372
  318 79.375 0.574068 0.00574068 64121.2 -21.1035 7.86071 -4.89094 49648.7 41179.4 101535 -0.766061 -5.08475 -4.17965 1.95209 -1.77718 4.60782
  319 79.625 0.57029 0.0057029 69875.2 -12.3242 8.17244 -18.6134 56468.5 43633.4 109524 0 0 0 0 0 0
  320 79.875 0.617904 0.00617904 67451.5 -11.1005 17.8374 -11.1925 54930 41465.7 105959 0 0 0 0 0 0
  321 80.125 0.577634 0.00577634 68714 -11.8659 11.7142 -5.86835 58488.9 41417.4 106236 0 0 0 0 0 0
  322 80.375 0.585744 0.00585744 69831 -28.9479 5.20876 -1.76874 63716.4 39982.3 105794 0 0 0 0 0 0
  323 80.625 0.576292 0.00576292 64915.9 -3.32338 7.49972 -0.69251 49999.1 41188.7 103560 -1.06435 -14.3583 -1.72942 -3.07314 -1.30722 -4.11363
  324 80.875 0.665002 0.00665002 64043.5 -2.80555 3.83309 3.98573 48384.5 42503.1 101243 -7.6922 -22.2818 -16.8031 6.83885 1.25934 14.8666
  325 81.125 0.593784 0.00593784 70305 -1.54524 8.74272 -5.04841 58162.1 43730.2 109023 -9.49208 -22.1945 -19.0793 6.27773 4.19297 14.3296
  326 81.375 0.602832 0.00602832 65442.6 -10.8472 3.84587 5.98954 49848.8 41952.6 104526 0 0 0 0 0 0
  327 81.625 0.531314 0.00531314 68434.5 -7.24012 9.48581 8.32359 51971.6 44493 108839 -1.842 -0.321231 -1.69987 -0.768297 1.76946 0.737781
  328 81.875 0.568094 0.00568094 66637.1 -1.141 0.866603 8.57577 51420.3 41247.4 107244 -1.59257 -0.277732 -1.46968 -0.664258 1.52985 0.637875
  329 82.125 0.545476 0.00545476 68456.6 -4.55279 8.33563 -1.96417 51450.8 44155.5 109763 0 0 0 0 0 0
  330 82.375 0.601138 0.00601138 70699.3 -2.72844 16.8961 -2.19173 53256.5 47922.8 110919 -1.0518 -0.548302 -9.76233 0.712281 3.17789 -2.25501
  331 82.625 0.507446 0.00507446 78992.6 -17.8945 9.63953 -15.3838 65611.8 52242.8 119123 -1.02259 -0.146196 -5.72816 0.193516 2.36305 -0.613679
  332 82.875 0.477118 0.00477118 79298.7 -16.0537 13.71 -22.2588 65951.7 50955.3 120989 -1.21716 -0.753341 -11.9418 0.882177 3.76791 -2.9088
  333 83.125 0.482136 0.00482136 71902.2 -3.41136 8.54705 -12.6978 53470 47360.9 114876 -1.77501 -0.0192727 -8.47413 0.184951 3.87231 -0.4033
  334 83.375 0.492536 0.00492536 74355.8 -16.8905 12.5964 -18.6311 53819.4 49499.1 119749 -6.63743 -1.64245 -0.673862 2.99909 0.970757 -0.822127
  335 83.625 0.509994 0.00509994 76856.3 -23.876 17.0622 -21.9861 64039.2 44954.5 121575 -0.00694765 -0.267457 -0.550229 -0.0411939 -0.0597125 -0.383361
  336 83.875 0.537188 0.00537188 72974.5 -17.7217 13.196 -7.42725 62193.2 42001.9 114728 -7.42277 -10.9909 -6.98725 -9.01617 7.19991 8.75721
  337 84.125 0.597738 0.00597738 69347.9 -10.8577 2.54187 6.27517 54390.2 46511.2 107142 -3.34867 -4.51731 -4.71012 -3.23247 1.89309 4.07337
  338 84.375 0.626036 0.00626036 73255 -28.8053 14.9084 -9.15248 59208.5 48647.5 111909 -0.676616 -0.322487 -3.03191 0.466981 -1.43201 0.987859
  339 84.625 0.585164 0.00585164 72166.4 -4.32444 20.0421 -6.81255 53978.3 49547.6 112973 -0.0149694 -0.00639567 -0.0729393 0.0097846 -0.0330432 0.0215981
  340 84.875 0.473132 0.00473132 78765 -5.24487 10.9071 -14.034 64004.4 51588.8 120702 0 0 0 0 0 0
  341 85.125 0.50214 0.0050214 78663 -0.943856 16.2232 -8.41782 57483.8 49106.9 129398 0 0 0 0 0 0
  342 85.375 0.479652 0.00479652 75966.5 7.43563 4.43113 7.31414 50360.6 46264.8 131274 -29.9507 -1.45157 -1.16006 -6.27549 5.86312 1.26949
  343 85.625 0.499918 0.00499918 80587 -2.47914 7.02648 2.2599 59954.8 47050.1 134756 -26.2766 -1.2735 -1.01775 -5.50567 5.14389 1.11376
  344 85.875 0.510224 0.00510224 78370.9 -7.38954 20.5546 4.9584 52955.5 47946.5 134211 -0.282224 -4.27828 -0.186136 -1.0981 -0.229063 -0.892379
  345 86.125 0.51184 0.0051184 70952.9 2.56007 22.4821 -18.2823 55153 50592.4 107113 -0.223147 -3.38274 -0.147173 -0.868243 -0.181114 -0.705582
  346 86.375 0.507778 0.00507778 71113.6 4.9625 19.6744 -18.0867 53446.5 49276.3 110618 -11.5393 -48.9279 -9.30624 -2.84679 -8.60448 -12.4642
  347 86.625 0.495224 0.00495224 70831.5 7.7052 21.5184 -21.0138 52506 50905.6 109083 -24.3876 -17.0584 -15.6926 1.34858 -18.7395 -2.93482
  348 86.875 0.483008 0.00483008 68151.2 1.47492 22.6727 -10.9499 49137.2 48102.8 107214 -30.2988 -5.25001 -14.8657 12.5297 -20.9265 8.82199
  349 87.125 0.512066 0.00512066 70678.2 4.62457 28.9406 -9.64147 49849.4 54858.9 107326 0 0 0 0 0 0
  350 87.375 0.523374 0.00523374 70322.9 0.908166 30.4118 -19.5184 51522.3 52544.7 106902 0 0 0 0 0 0
  351 87.625 0.532784 0.00532784 72828.3 0.393577 24.5039 -21.8394 57036.4 52904.1 108544 0 0 0 0 0 0
  352 87.875 0.548286 0.00548286 75221.7 5.63128 15.4775 -0.351622 61276.7 53008.7 111380 0 0 0 0 0 0
  353 88.125 0.618614 0.00618614 73978.6 1.58331 2.18858 4.99 60126.5 52120.8 109689 0 0 0 0 0 0
  354 88.375 0.510982 0.00510982 70225.9 1.61342 2.10443 7.76138 55609.6 47244.3 107824 0 0 0 0 0 0
  355 88.625 0.500938 0.00500938 67258.6 -4.50689 0.526815 2.7893 51528.4 40825 109422 -0.0232513 -22.9237 -3.58927 0.410022 -0.150666 9.06049
  356 88.875 0.503574 0.00503574 67301.2 -13.2949 5.09329 6.55971 51176.2 42012.4 108715 -0.0817638 -80.6118 -12.6217 1.44185 -0.529821 31.8614
  357 89.125 0.51409 0.0051409 66583.8 2.65038 0.207052 13.4547 51274.5 43072.5 105404 0 0 0 0 0 0
  358 89.375 0.505714 0.00505714 68078.5 -0.922362 -3.01587 14.4319 52187.5 46038.3 106010 -0.538883 -14.3372 -1.75876 2.44022 0.818608 -5.0083
  359 89.625 0.460168 0.00460168 68467.8 -5.56026 3.96946 9.08977 53153.7 45753.6 106496 4.95949e-06 0.00314919 0.000521051 0.000124974 5.08345e-05 0.00128097
  360 89.875 0.498704 0.00498704 70834.8 -13.2952 12.6853 -2.66714 52057.6 50724.5 109722 -0.416494 -1.37584 -3.21476 0.756774 -1.15712 2.10235
  361 90.125 0.493292 0.00493292 74552.6 -20.3693 4.5294 -17.0133 57378.2 49203.2 117077 -2.37263 -13.5837 -9.03721 -2.29277 -0.896134 9.01681
  362 90.375 0.486626 0.00486626 74728.8 -9.1657 3.73133 -11.3339 59347.2 52269.1 112570 -2.32588 -16.4526 -12.7847 -1.33579 -1.47204 12.754
  363 90.625 0.47768 0.0047768 74932 -11.0524 7.432 -6.23552 59955.7 53896.6 110944 -0.026777 -3.9662 -1.82551 0.243587 -0.168691 2.69003
  364 90.875 0.459842 0.00459842 75669.4 1.04276 1.01204 -4.86126 62284.8 52587.9 112135 -39.2523 -6.27835 -2.03499 -6.15297 1.22742 3.00406
  365 91.125 0.531054 0.00531054 72364.6 -0.613469 -2.23489 1.31939 54604.3 54391.2 108098 -0.190292 -10.6273 -1.49145 1.42097 -0.530839 3.97717
  366 91.375 0.49588 0.0049588 69354.7 -8.20177 -6.02691 7.85643 47627.8 51754.2 108682 -0.33816 -16.8173 -4.43484 1.91417 -0.455659 7.35945
  367 91.625 0.493096 0.00493096 70221.8 1.99115 -13.3062 -1.36074 47670.7 49888.4 113106 -0.0670518 -1.13088 -2.78091 -0.271521 0.429328 1.7702
  368 91.875 0.509804 0.00509804 69549.3 -7.95518 1.23527 -2.79446 49308.3 46007.1 113333 0 0 0 0 0 0
  369 92.125 0.49374 0.0049374 70857.8 -7.62767 -12.5928 -7.90287 52576.3 42460.4 117537 0 0 0 0 0 0
  370 92.375 0.52135 0.0052135 70277.3 -1.37823 -17.5571 1.87859 52799.6 43711.9 114320 -11.8365 -4.84954 -0.0232524 -7.55763 0.519847 0.328748
  371 92.625 0.430616 0.00430616 73858.9 -11.8833 -5.2458 -16.0276 57056.6 42739.6 121781 -0.00351721 -0.0010474 -1.11184e-05 -0.00191936 0.000197752 0.000107914
  372 92.875 0.484968 0.00484968 68948.1 -22.8157 -2.16883 6.33307 55397.2 39777.5 111670 -5.33642 -8.30332 -57.2961 4.60437 -3.11433 18.038
  373 93.125 0.447174 0.00447174 75405.4 -20.1925 -3.08145 -6.15647 55909.5 51588.7 118718 -66.3615 -19.9952 -29.6605 34.2439 23.3153 -5.57289
  374 93.375 0.460036 0.00460036 76788.7 -21.5671 2.6161 -8.72636 58559.1 48030.9 123776 -0.142053 -1.25309 -11.428 0.416886 -1.26573 3.78126
  375 93.625 0.462228 0.00462228 76678.6 -21.6407 2.95732 -6.64996 58444 50902 120690 -2.36048 -0.868287 -7.3069 -0.588216 1.70227 -1.63141
  376 93.875 0.428242 0.00428242 76969.9 -8.35016 -5.00004 6.35252 59863.3 47804.2 123242 -4.51343 -2.82069 -4.04637 -3.47546 -3.48567 -3.08804
  377 94.125 0.419138 0.00419138 84590.4 9.85957 -9.81962 -8.99965 73116.8 50526.4 130128 -0.867779 -0.0823125 -4.78242 0.266467 2.01884 -0.61345
  378 94.375 0.420064 0.00420064 85430.9 -7.9836 4.64026 -3.93165 67661.8 52093.2 136538 -4.49266 -5.40022 -0.736266 4.90519 0.015668 0.164007
  379 94.625 0.443498 0.00443498 81186.3 -7.79122 15.3055 2.05117 65718.2 50280.6 127560 -0.114871 -0.14388 -6.00691 -0.122656 -0.811823 -0.925834
  380 94.875 0.482516 0.00482516 81982.9 -6.96318 9.75691 0.358439 65740.4 52762.6 127446 0 0 0 0 0 0
  381 95.125 0.444744 0.00444744 79574.4 -13.1014 24.7536 6.87896 64999.1 48084.6 125639 -0.1683 -0.2108 -8.80082 -0.179705 -1.18942 -1.35645
  382 95.375 0.428086 0.00428086 81354.9 -21.6226 8.90101 13.4083 68230.7 50858.9 124975 0 0 0 0 0 0
  383 95.625 0.449174 0.00449174 83311.4 -24.3764 6.96621 1.14508 64853.2 53271.3 131810 -0.717617 -2.74716 -11.0439 1.3215 2.542 -5.48085
  384 95.875 0.43703 0.0043703 92277.5 -27.5283 4.42096 -20.2145 65286.8 50403.3 161142 -0.61694 -1.22617 -0.538035 0.869299 -0.575883 0.812231
  385 96.125 0.433978 0.00433978 87579.7 -32.5803 5.0344 6.10133 73388.1 56015.8 133335 -29.5234 -27.7073 -73.5266 -3.48436 15.6195 -17.854
  386 96.375 0.425802 0.00425802 88011.7 -22.7667 -2.73303 -3.99914 70357.6 55572.4 138105 -13.3836 -5.06589 -7.90085 -5.77337 0.893168 3.70053
  387 96.625 0.369126 0.00369126 91793.1 -1.80325 -9.09272 -12.1745 70233.3 62424.7 142721 0 0 0 0 0 0
  388 96.875 0.351498 0.00351498 80358.8 9.57393 -9.16154 -31.0195 63500.1 53717.1 123859 0 0 0 0 0 0
  389 97.125 0.330704 0.00330704 88868.7 1.46578 -5.65238 -39.9427 74114.9 60878.3 131613 0 0 0 0 0 0
  390 97.375 0.360078 0.00360078 86657.4 -4.69804 7.2854 -24.8003 75568.5 57222.4 127181 0 0 0 0 0 0
  391 97.625 0.426714 0.00426714 83008.6 6.05876 -7.56443 -0.958884 76024.2 57575.7 115426 0 0 0 0 0 0
  392 97.875 0.357586 0.00357586 77205.4 8.2249 8.51138 3.30407 74059.6 41850.3 115706 0 0 0 0 0 0
  393 98.125 0.319346 0.00319346 86419.8 0.941649 -9.18874 9.55149 73617 45942 139700 0 0 0 0 0 0
  394 98.375 0.286594 0.00286594 88301 17.6078 -4.52429 8.89613 70324.3 48072.5 146506 0 0 0 0 0 0
  395 98.625 0.317674 0.00317674 87824.3 10.3198 -2.2848 11.5596 66986 48139.7 148347 0 0 0 0 0 0
  396 98.875 0.309642 0.00309642 95589.9 19.967 8.77361 -16.5274 69375.4 52446.2 164948 -0.371172 -2.74173 -2.54208 -1.00527 0.967671 2.64
  397 99.125 0.284204 0.00284204 87683.2 12.148 12.8027 0.840029 62496.7 47635.3 152918 -2.5323 -90.0898 -20.6605 6.24096 7.16649 -21.1984
  398 99.375 0.316552 0.00316552 86589.5 19.5574 9.21929 0.380555 58561.8 46380.1 154827 -0.0109386 -1.23453 -0.183118 0.116186 0.0447469 -0.475463
  399 99.625 0.364152 0.00364152 89238.6 11.3287 5.68277 0.578708 61793.6 46186 159736 0 0 0 0 0 0
  400 99.875 0.261432 0.00261432 90138.4 9.20438 10.7928 -6.14714 59996.7 46447.9 163971 0 0 0 0 0 0
  401 100.125 0.268726 0.00268726 90487.7 5.97729 10.6069 7.23859 64198.8 48648.8 158615 -8.10777 -2.84409 -7.00384 2.02556 7.3649 -1.05765
  402 100.375 0.281362 0.00281362 92261.7 3.31016 4.78525 -7.7728 67195.5 47980.1 161609 -15.5932 -11.4416 -19.2913 6.99809 13.0034 -4.45175
  403 100.625 0.30545 0.0030545 90103.9 13.2141 6.00093 -1.87126 63447.8 46570.3 160294 -45.9226 -1.93546 -38.5692 5.98536 14.1075 -7.30647
  404 100.875 0.276648 0.00276648 87196.5 17.1444 12.3223 8.35795 65851.8 43318.9 152419 -29.1661 -0.272723 -11.9341 2.5053 -18.6566 1.60498
  405 101.125 0.289842 0.00289842 90912.2 18.5911 3.50363 -2.34143 68823.9 46843.8 157069 0 0 0 0 0 0
  406 101.375 0.32687 0.0032687 88479.9 14.2773 1.90665 12.639 67317.6 45323.3 152799 -2.43586 -0.102509 -3.3088 -0.485227 2.81277 0.541441
  407 101.625 0.32647 0.0032647 89401.4 19.1803 16.2134 9.55082 73607.1 45245.9 149351 -7.38974 -0.347235 -9.18621 -1.57808 8.1913 1.71624
  408 101.875 0.332084 0.00332084 91735.1 10.233 13.0893 4.07791 66741.5 53463.9 155000 -1.74368 -0.0245372 -3.51621 -0.20448 2.47407 0.288334
  409 102.125 0.301668 0.00301668 96172 9.39204 18.8659 -3.323 72211.8 55943 160361 -13.5413 -6.42691 -21.7301 9.32563 -16.823 11.647
  410 102.375 0.245406 0.00245406 101665 18.6571 17.1225 -4.42637 87829.6 54022.1 163143 -6.0507 -2.7501 -6.67083 4.07898 -6.32518 4.26836
  411 102.625 0.255026 0.00255026 97361.5 5.62934 10.4552 11.8058 80740.1 53639.7 157705 -7.70775 -3.82754 -16.5983 5.43068 -11.2346 7.93209
  412 102.875 0.284466 0.00284466 99996.5 23.7252 15.0743 17.0512 93093.9 53340.5 153555 -9.98841 -7.01902 -2.46481 8.36475 4.72243 -3.89776
  413 103.125 0.270094 0.00270094 101320 -13.4387 38.8407 6.29524 77839.2 56873.2 169247 -13.5689 -15.7466 -7.73875 10.3428 3.73387 -9.67518
  414 103.375 0.233636 0.00233636 98509.1 -33.3565 16.3437 14.8424 70028.9 58271.4 167227 -1.30266 -8.53331 -2.95617 -3.22836 -1.65237 -4.77032
  415 103.625 0.234528 0.00234528 86976 -25.0867 18.0811 10.1526 66465.1 54616.9 139846 -1.96163 -13.579 -6.07605 -4.97758 -2.83185 -8.55409
  416 103.875 0.23982 0.0023982 95290.7 -22.4968 22.8313 2.27228 78547.6 60025 147300 0 0 0 0 0 0
  417 104.125 0.246692 0.00246692 93076.7 -20.1528 17.9585 8.96992 83365.6 53423.8 142441 0 0 0 0 0 0
  418 104.375 0.257038 0.00257038 93289.4 -29.6029 21.0118 9.60809 84419.9 52517.9 142930 0 0 0 0 0 0
  419 104.625 0.286876 0.00286876 87023.8 -23.0124 13.6422 21.1894 76094.2 49072.3 135905 0 0 0 0 0 0
  420 104.875 0.258096 0.00258096 85623 -32.1584 21.6604 18.7942 74039.2 46150.7 136679 0 0 0 0 0 0
  421 105.125 0.267264 0.00267264 82345.3 -24.1489 22.2345 33.3121 71752.9 43247.7 132035 0 0 0 0 0 0
  422 105.375 0.247726 0.00247726 81872.2 -21.8577 19.3915 29.2816 71952.8 43117.2 130547 0 0 0 0 0 0
  423 105.625 0.271042 0.00271042 85012.4 -27.5526 23.6292 23.2534 75708.1 43646.7 135682 0 0 0 0 0 0
  424 105.875 0.25152 0.0025152 89475.3 -35.8613 26.6093 16.9279 82066.7 46899.3 139460 0 0 0 0 0 0
  425 106.125 0.252346 0.00252346 91177.3 -32.9508 38.8799 3.94731 81014.2 55132 137386 0 0 0 0 0 0
  426 106.375 0.282924 0.00282924 90947.2 -37.2283 29.4705 6.50123 77478.9 58397.5 136965 0 0 0 0 0 0
  427 106.625 0.249866 0.00249866 97572.9 -30.0879 10.0465 4.14411 88521.5 59282.4 144915 0 0 0 0 0 0
  428 106.875 0.276316 0.00276316 90441.4 -28.4428 15.2003 12.6594 80830.5 50357.9 140136 0 0 0 0 0 0
  429 107.125 0.24333 0.0024333 81823.8 -13.0565 17.4113 4.54183 57017.7 49525.1 138928 0 0 0 0 0 0
  430 107.375 0.25447 0.0025447 87725.9 -30.7774 16.7942 6.73232 77965.4 45058.3 140154 0 0 0 0 0 0
  431 107.625 0.28157 0.0028157 89585 -24.5243 6.60501 -6.57714 73535.4 47373.6 147846 -1.9942 -4.11392 -2.29005 2.864 -2.13583 3.06606
  432 107.875 0.28855 0.0028855 88107.1 -7.11015 3.49591 16.7969 65939.8 46312.6 152069 -1.8032 -3.7199 -2.07071 2.5897 -1.93127 2.7724
  433 108.125 0.248016 0.00248016 94946.5 -26.3131 19.4578 6.31835 72776 51767.3 160296 -1.19534 -16.9599 -18.7118 4.32091 4.67172 -17.667
  434 108.375 0.264812 0.00264812 94072.7 -31.3079 23.0792 11.5241 73223.9 53139.8 155854 -0.487609 -6.9247 -7.63715 1.76356 1.90627 -7.21221
  435 108.625 0.29604 0.0029604 90880.6 -34.4246 20.1434 19.7906 72516.7 49759.8 150365 -0.0302814 -4.50874 -1.38723 -0.264602 -0.138636 -2.49499
  436 108.875 0.30921 0.0030921 79138.6 -32.2598 21.3164 41.0553 59416.7 40058 137941 -2.16789 -10.5604 -15.5172 -3.68612 -5.61482 -11.4483
  437 109.125 0.275526 0.00275526 84598.1 -39.4077 20.9804 25.4836 62216.8 41114.9 150463 0 0 0 0 0 0
  438 109.375 0.25903 0.0025903 92961.8 -30.99 5.55348 8.18232 69142.3 50502.3 159241 -6.09755 -15.4127 -39.8201 -9.65214 -15.5701 -24.5558
  439 109.625 0.228734 0.00228734 92374.5 -32.2475 10.8161 11.0051 65746.1 50136.8 161240 0 0 0 0 0 0
  440 109.875 0.254698 0.00254698 92822.5 -34.3269 23.8109 14.6433 69112 52257.5 157098 -2.70059 -19.4643 -6.25839 -6.96294 -3.82312 -10.7575
  441 110.125 0.251742 0.00251742 94710.1 -20.2642 14.0303 10.7504 71929.7 52084.1 160117 -2.847 -26.3363 -8.49799 -8.43739 -4.5735 -14.5613
  442 110.375 0.241172 0.00241172 96891.5 -23.46 9.16164 18.8449 78011.5 51798.3 160865 0 0 0 0 0 0
  443 110.625 0.210336 0.00210336 92324.3 -15.7501 9.4779 9.86057 79251 51039.5 146682 0 0 0 0 0 0
  444 110.875 0.22937 0.0022937 88508.6 -23.6151 12.2462 12.6122 77512.4 45211.5 142802 0 0 0 0 0 0
  445 111.125 0.193962 0.00193962 98179.9 -28.0273 10.2632 14.2494 76738.4 51306.6 166495 0 0 0 0 0 0
  446 111.375 0.175668 0.00175668 101854 -31.9135 24.906 12.9015 79043.2 52056.7 174462 0 0 0 0 0 0
  447 111.625 0.178612 0.00178612 101407 -36.1596 16.6542 16.0046 78982.9 53324.5 171912 0 0 0 0 0 0
  448 111.875 0.182026 0.00182026 103877 -27.0447 13.3175 19.6087 81719.5 58122.4 171790 0 0 0 0 0 0
  449 112.125 0.18619 0.0018619 109409 -32.2582 17.1162 1.91327 86194.9 62151.9 179880 0 0 0 0 0 0
  450 112.375 0.191632 0.00191632 108112 -36.0815 27.046 5.31929 89592.4 57760.7 176983 0 0 0 0 0 0
  451 112.625 0.200394 0.00200394 106714 -31.0772 29.4492 11.9682 88540.3 57683.6 173918 0 0 0 0 0 0
  452 112.875 0.222546 0.00222546 109570 -26.0501 41.8748 19.4148 90157 55677.8 182877 -1.47325 -5.25375 -0.00929843 2.78203 -0.116488 0.219819
  453 113.125 0.188066 0.00188066 119330 -28.9992 48.2707 6.11354 99522.2 61144.9 197323 -17.7384 -70.7627 -0.0283308 35.4115 -0.298138 0.554744
  454 113.375 0.193984 0.00193984 120920 -36.8626 43.4325 -0.982091 101198 64728.9 196835 0 0 0 0 0 0
  455 113.625 0.20256 0.0020256 121316 -30.599 33.8091 -10.1101 96430.8 64300.8 203215 0 0 0 0 0 0
  456 113.875 0.221986 0.00221986 119024 -38.0598 23.014 -6.07227 95463.5 66052.3 195556 0 0 0 0 0 0
  457 114.125 0.220826 0.00220826 116355 -22.56 18.3603 11.1932 97057.9 62305.2 189703 0 0 0 0 0 0
  458 114.375 0.214306 0.00214306 111754 -19.0957 34.6858 21.8519 89025.5 55383.3 190854 0 0 0 0 0 0
  459 114.625 0.190044 0.00190044 113381 -11.7107 41.4844 4.74852 89747.5 54141 196254 0 0 0 0 0 0
  460 114.875 0.198806 0.00198806 98015.4 4.2268 43.9758 9.00399 60363 52602.1 181081 0 0 0 0 0 0
  461 115.125 0.21418 0.0021418 99615.4 -0.746595 45.585 12.6928 62745.7 55513.7 180587 0 0 0 0 0 0
  462 115.375 0.249746 0.00249746 97809.4 -4.82497 44.4261 14.4212 63544.1 50354.3 179530 0 0 0 0 0 0
  463 115.625 0.202342 0.00202342 95440.5 -14.5683 35.642 22.4936 61167.5 48718.2 176436 0 0 0 0 0 0
  464 115.875 0.215166 0.00215166 92775.2 -10.1922 33.48 34.1901 60987.7 47761.9 169576 0 0 0 0 0 0
  465 116.125 0.24585 0.0024585 96185.7 -20.7271 40.0029 22.8395 60754.5 55167.5 172635 0 0 0 0 0 0
  466 116.375 0.147854 0.00147854 108592 -10.709 51.08 -1.83051 68685.1 65059.6 192030 0 0 0 0 0 0
  467 116.625 0.149938 0.00149938 115150 -21.2775 48.7832 -22.1421 80093 63336.7 202020 0 0 0 0 0 0
  468 116.875 0.152248 0.00152248 110759 -16.128 34.8757 -8.20866 82958.7 55974.3 193345 0 0 0 0 0 0
  469 117.125 0.154996 0.00154996 103992 -13.9273 28.4155 13.7197 76655.6 52891.4 182428 0 0 0 0 0 0
  470 117.375 0.157824 0.00157824 103812 -12.3398 29.0911 27.4413 72225.4 53250.8 185960 0 0 0 0 0 0
  471 117.625 0.160186 0.00160186 103285 -20.5087 27.7079 31.6095 71709.5 51902.7 186242 0 0 0 0 0 0
  472 117.875 0.168052 0.00168052 102099 -31.0613 20.0327 39.1281 71433 51868.2 182995 0 0 0 0 0 0
  473 118.125 0.187478 0.00187478 107058 -40.6989 23.6261 25.2057 74502.3 56465.9 190206 0 0 0 0 0 0
  474 118.375 0.152466 0.00152466 109544 -40.0224 43.1594 24.5961 79304.8 55075.8 194252 0 0 0 0 0 0
  475 118.625 0.15618 0.0015618 106378 -35.6347 32.6055 30.9002 77101 51389.7 190644 0 0 0 0 0 0
  476 118.875 0.161098 0.00161098 104297 -35.6914 35.0926 31.8796 76777.7 49285.2 186828 0 0 0 0 0 0
  477 119.125 0.168514 0.00168514 104803 -25.9111 40.1221 37.5437 76281.1 54594.8 183534 0 0 0 0 0 0
  478 119.375 0.184456 0.00184456 106728 -26.4765 30.9923 33.1941 78357.1 55159.4 186668 0 0 0 0 0 0
  479 119.625 0.211832 0.00211832 108563 -35.5942 33.4805 27.4666 82921.4 55476.6 187292 0 0 0 0 0 0
  480 119.875 0.145478 0.00145478 113536 -38.1375 47.3027 19.7872 87339.2 56713 196557 -0.0108168 -0.115644 -0.0669758 -0.0353674 -0.0268699 -0.0878897
  481 120.125 0.151286 0.00151286 107519 -30.6825 38.9498 36.0234 81997.9 54881.6 185677 -0.00548079 -0.0585959 -0.033936 -0.0179203 -0.0136147 -0.0445329
  482 120.375 0.176998 0.00176998 107772 -27.3987 38.4044 36.3417 82555 56979.2 183781 0 0 0 0 0 0
  483 120.625 0.13491 0.0013491 111352 -36.2473 45.2474 26.3998 86742.1 59263.6 188050 0 0 0 0 0 0
  484 120.875 0.136984 0.00136984 111835 -35.0161 43.8293 24.6232 87463.5 60463.8 187577 -0.0756954 -1.75994 -12.4766 -0.345818 0.846579 4.60362
  485 121.125 0.140398 0.00140398 113008 -34.2397 52.7448 36.1107 87712.2 60805.4 190506 -0.0218043 -0.253682 -0.910049 -0.0743349 0.140528 0.48015
  486 121.375 0.156658 0.00156658 101967 -41.5362 58.6457 20.6927 87679.5 57761.7 160460 -0.0487049 -0.962675 -6.22934 -0.20557 0.475471 2.39524
  487 121.625 0.150402 0.00150402 103135 -40.5589 60.8388 11.216 87149.3 57861.5 164394 -5.79209 -1.64706 -7.86624 3.07498 6.71422 -3.59933
  488 121.875 0.138114 0.00138114 106613 -36.1143 68.3253 3.77879 85876.1 64639.7 169324 -68.7636 -91.7835 -3.64833 -75.8076 6.04949 1.62422
  489 122.125 0.139232 0.00139232 103249 -38.5518 56.0696 17.5519 85437.6 57810 166499 -3.16713 -1.05606 -5.11236 1.82619 4.01699 -2.32354
  490 122.375 0.140654 0.00140654 107643 -46.4847 49.638 16.4414 95478.4 58468.3 168981 0 0 0 0 0 0
  491 122.625 0.142226 0.00142226 106296 -43.7723 45.6106 -14.0323 99615.9 55427.7 163845 0 0 0 0 0 0
  492 122.875 0.143872 0.00143872 98931.5 -28.1433 49.0452 -7.90108 78347.5 57282.7 161164 -3.9985 -2.79294 -21.7464 -3.19582 -9.23484 -7.69678
  493 123.125 0.145624 0.00145624 96569.1 -22.8056 34.4503 -9.29954 79118.7 48627 161962 -0.360407 -0.622703 -3.22003 -0.472283 -1.07616 -1.41526
  494 123.375 0.147578 0.00147578 97837.1 -18.621 38.5236 -14.2853 81213.4 50536.6 161761 -2.37548 -1.4151 -12.0901 -1.77736 -5.3259 -4.09771
  495 123.625 0.149664 0.00149664 96523.7 -26.7228 42.6079 -13.2818 80077.1 49463.9 160030 -0.141252 -0.0300744 -0.00101051 -0.0651773 -0.0119472 -0.00551274
  496 123.875 0.152028 0.00152028 92587 -23.2065 36.6715 4.77456 77773 49880.9 150107 -10.2035 -2.12807 -0.0660779 -4.65974 -0.82085 -0.374915
  497 124.125 0.154652 0.00154652 93098.5 -27.3634 40.261 0.438861 79497.3 49180 150618 0 0 0 0 0 0
  498 124.375 0.15772 0.0015772 106202 -23.8758 48.769 11.476 82053.8 58051.1 178502 0 0 0 0 0 0
